publisher,grade,unit,word,part_of_speech,translation,sentence_example
康軒,八下,lesson 2,software,n.,軟體,"There is a lot of software on your computer, so it runs slow."
康軒,八下,lesson 2,slow,adj.; adv.,緩慢的；緩慢地,Taking the bus will be too slow. Why don’t we take a taxi?
康軒,八下,lesson 2,poor,adj.,可憐的；貧窮的,The poor man lost his job last week.
康軒,八下,lesson 2,save,v.,儲存,Don’t forget to save your report before you turn off the computer.
康軒,八下,lesson 3,salad,n.,沙拉,I had some salad with my steak.
康軒,八下,lesson 3,bean soup,n.,豆子湯,My mom’s bean soup is delicious. We can’t get enough of it.
康軒,八下,lesson 3,pork,n.,豬肉,Al and his family don’t eat pork.
康軒,八下,lesson 3,cheese,n.,起司；乳酪,Blue cheese smells bad but tastes good.
康軒,八下,lesson 3,ham sandwich,n.,火腿三明治,Dan usually has a ham sandwich and milk for breakfast.
康軒,八下,lesson 3,vegetable soup,n.,蔬菜湯,I had a bowl of vegetable soup for lunch.
康軒,八下,lesson 3,French fries,n.,薯條,I would like to order some French fries without salt.
康軒,八下,lesson 3,steak,n.,牛排,Patty ordered a steak at the restaurant.
康軒,八下,lesson 3,coffee,n.,咖啡,Ken couldn’t sleep last night because he drank too much coffee.
康軒,八下,lesson 3,toast,n.,烤麵包片,Jim always puts butter on his toast.
康軒,八下,lesson 3,bun,n.,小圓麵包,Some people don’t eat the buns when they have a hamburger.
康軒,八下,lesson 3,bread,n.,麵包,Would you like some bread and butter?
康軒,八下,lesson 3,fried chicken,n.,炸雞,Fred eats fried chicken three times a week.
康軒,八下,lesson 3,hamburger (burger),n.,漢堡,The fast food restaurant is famous for its burgers.
康軒,八下,lesson 3,pizza,n. ,披薩,Ivy ate the whole pizza without sharing it with her friends.
康軒,八下,lesson 3,meat,n.,肉,"Chicken is white meat, and beef is red meat."
康軒,八下,lesson 3,sidewalk,n.,人行道,It’s not OK to ride your bike on the sidewalk.
康軒,八下,lesson 3,dark,adj.,黑暗的；深色的,It’s dark here. Could you please turn on the lamp?
康軒,八下,lesson 3,wall,n.,牆壁,William put pictures on the walls of his apartment.
康軒,八下,lesson 3,meal,n.,一餐,Gina cooks three meals for her family every day.
康軒,八下,lesson 3,oil,n.,油；石油,Maggie started to cook the chicken with some oil.
康軒,八下,lesson 3,sugar,n. ,糖,My dad always drinks coffee without sugar.
康軒,八下,lesson 3,order,v.; n.,點餐；訂購,"Excuse me. May I take your order, sir?"
康軒,八下,lesson 3,weight,n.,體重；重量,Tommy lost a lot of weight when he was sick.
康軒,八下,lesson 3,smell,v.,聞起來,The vegetable soup smells good. Who made it?
康軒,八下,lesson 3,panda,n.,熊貓,We saw two pandas in the zoo this Sunday.
康軒,八下,lesson 3,taste,v.,嘗起來,The fried rice tasted good. I couldn’t stop eating it.
康軒,八下,lesson 3,fresh,adj.,新鮮的,Would you like some fresh strawberries?
康軒,八下,lesson 3,dig / dug in,,開始吃,Let’s dig in before the food gets cold.
康軒,八下,lesson 3,soon,adv.,很快地,Gemma is going to be a mother soon.
康軒,八下,lesson 3,sound,v.,聽起來,Ian: What do you think about my plan? Lily: It sounds good.
康軒,八下,lesson 3,put on,,增加（體重）,I don’t eat a lot because I’m afraid of putting on weight.
康軒,八下,lesson 3,get,v.,變得,"Eat your soup first, or it will get cold."
康軒,八下,lesson 3,notice,v. ,注意；看到,Zack: Dad is back. Liza: I know. I noticed his car outside.
康軒,八下,lesson 3,invite,v.,邀請,Jordan invited us to his party last weekend.
康軒,八下,lesson 3,friendly,adj.,（某處）令人愉快的；（人）友善的,Everyone in the class was friendly to the new student.
康軒,八下,lesson 3,besides,adv.,此外；而且,"I don’t want to go shopping. Besides, I don’t have any money."
康軒,八下,lesson 3,become / became,v.,變成,Amy became a teacher because she loves teaching.
康軒,八下,lesson 3,probably,adv.,也許,"Helen likes the green T-shirt, so she will probably buy it."
康軒,八下,lesson 3,bite,n.; v.,一口的量；咬,Nick took a bite of the sandwich.
康軒,八下,lesson 3,stand / stood for,,表,The flowers stand for my love.
康軒,八下,lesson 3,matter,v.,有關係,"To Julie, her children matter more than anything else in the world."
康軒,八下,lesson 3,sign,n.,招牌；標誌,The sign on the wall says “Wash hands before you eat.”
康軒,八下,lesson 4,climb,v.,攀登,Henry climbed the tree to get apples.
康軒,八下,lesson 4,make / made a fire,,生火,Tim made a fire after he set up camp.
康軒,八下,lesson 4,boil,v.,煮沸,I am boiling water for the tea.
康軒,八下,lesson 4,lie / lay,v.,躺下,Max lay down and took a rest.
康軒,八下,lesson 4,grass,n.,草地；草,Steve is lying on the grass in the park.
康軒,八下,lesson 4,hang / hung out,,把（溼衣、襪等）晾在外面,Dad hung out the clothes to dry.
康軒,八下,lesson 4,wet,adj. ,溼的,Ian got wet all over after he gave his dog a bath.
康軒,八下,lesson 4,sock,n.,襪子,Lisa never wears shoes without socks.
康軒,八下,lesson 4,string,n.,細繩,The photos were hanging from a string on the wall.
康軒,八下,lesson 4,moon,n.,月亮,We can usually see a full moon during the Mid-Autumn Festival.
康軒,八下,lesson 4,count,v.,數數；計算,My brother and I smiled at the camera when my mom counted to three.
康軒,八下,lesson 4,set / set up,,搭（帳篷）；建立,It’s getting dark. Let’s set up camp quickly.
康軒,八下,lesson 4,pack,v.,打包 ,Sandy was still packing her bag when the taxi came.
康軒,八下,lesson 4,quickly,adv.,快速地,We walked quickly to catch the bus this morning.
康軒,八下,lesson 4,perfect,adj.,完美的,David had perfect weather during his vacation in Japan.
康軒,八下,lesson 4,be able to,,能夠,The young birds are able to fly now.
康軒,八下,lesson 4,well,adv.,很好地,I didn’t sleep well because I had a bad dream.
康軒,八下,lesson 4,loudly,adv.,大聲地,We laughed loudly during the whole movie.
康軒,八下,lesson 4,turn on one’s toes,,踮起腳尖旋轉,Jerry turned on his toes  times in the dance.
康軒,八下,lesson 4,gently,adv.,輕柔地,Emily closed the door gently because her child was sleeping.
康軒,八下,lesson 4,smile,v.; n.,微笑,The old lady smiled at me after I helped her.
康軒,八下,lesson 4,hop,v.,單腳跳躍,The little boy didn’t walk but hopped along the sidewalk.
康軒,八下,lesson 4,dancing queen,n.,舞后,Shelly is a dancing queen. She dances the best at school.
康軒,八下,lesson 4,hard,adv.,努力地,Tim studies hard and plays hard.
康軒,八下,lesson 4,trip,v.,絆倒,Andy ran too fast and tripped.
康軒,八下,lesson 4,diary,n.,日記,Ben keeps a diary about his school life.
康軒,八下,lesson 4,arrive,v.,抵達,Ann: What time will the train arrive in Taipei? Ben: At five.
康軒,八下,lesson 4,campsite,n.,露營地,There is a good campsite by the river.
康軒,八下,lesson 4,spell,v.,拼字,How do you spell your name?
康軒,八下,lesson 4,word,n.,字,Those words are too difficult for Mike. He’s just five.
康軒,八下,lesson 4,clap,v.; n.,拍手；鼓掌,"At the end of the show, one man began to clap, and the others joined in."
康軒,八下,lesson 4,cheer,v.,歡呼；鼓舞,People cheered and clapped when the singer arrived.
康軒,八下,lesson 4,collect,v.,收集,The little boy likes to collect toy cars. He has fifty of them now.
康軒,八下,lesson 4,leaves,n.,葉子 ,Zoe likes the colors of the autumn leaves.
康軒,八下,lesson 4,shape,n.,形狀,Jim’s birthday cake is in the shape of a bear.
康軒,八下,lesson 4,laugh,v.,笑,Ivan laughed at the end of Eva’s funny story.
康軒,八下,lesson 4,crazily,adv.,瘋狂地,Children were running crazily around the room.
康軒,八下,lesson 4,in the end,,最後,What did Rose decide to do in the end?
康軒,八下,lesson 4,starry,adj.,星光閃耀的,My dad took some beautiful pictures of the starry sky.
康軒,八下,lesson 4,come in,,獲得（名次）,Jessica came in last in the race.
康軒,八下,lesson 5,earthquake,n.,地震,No one was hurt in the earthquake this morning.
康軒,八下,lesson 5,unsafe,adj.,不安全的,The water is unsafe to drink.
康軒,八下,lesson 5,elevator,n.,電梯,"My leg hurts, so I’m going to take the elevator."
康軒,八下,lesson 5,shelf,n.,架子,Can you get the red book on the top shelf for me?
康軒,八下,lesson 5,low,adj.; adv.,低的；低地,There is a low table in the middle of the room.
康軒,八下,lesson 5,cover,v.,遮蓋；遮蔽,The boy covered his body with a blanket.
康軒,八下,lesson 5,unhappy,adj.,不快樂的,Why are you so unhappy? Is something wrong?
康軒,八下,lesson 5,hold onto,,緊緊抓住；抱牢,The boy held onto his mom’s arm when they crossed the street.
康軒,八下,lesson 5,hit / hit,v.,襲擊；打,The whole building shook when the earthquake hit.
康軒,八下,lesson 5,abroad,adv.,在國外,Helen and her family always go abroad in the summer.
康軒,八下,lesson 5,moment,n.,時刻,"My mom made me a sandwich, but I wasn’t hungry at that moment."
康軒,八下,lesson 5,hide / hid,v.,躲藏,Mary hid the photo in her desk drawer.
康軒,八下,lesson 5,go / went out,,（燈、火）熄滅,I couldn’t see anything when the lights went out.
康軒,八下,lesson 5,hear / heard,v.,聽到,I heard my dad singing in the shower last night.
康軒,八下,lesson 5,someone (somebody),pron.,某人,Can you ask someone else to help you? I’m busy now.
康軒,八下,lesson 5,scary,adj.,嚇人的,The story was scary. Tim couldn’t sleep after he heard it.
康軒,八下,lesson 5,fall / fell off,,（從⋯⋯）掉下,Doris fell off her bike and got hurt.
康軒,八下,lesson 5,cut / cut,v.,割傷；切,I cut my finger last night when I was making dinner.
康軒,八下,lesson 5,arm,n.,手臂,Daniel held his dog in his arms when he was crossing the street.
康軒,八下,lesson 5,knee,n.,膝蓋,Grace hurt her knees and can’t walk now.
康軒,八下,lesson 5,luckily,adv.,幸好；幸運地,"Luckily, no one got hurt in the fire."
康軒,八下,lesson 5,scene,n.,場景,The opening scene is in an apartment in New York City.
康軒,八下,lesson 5,leading,adj.,主要的,Jay: Who is the leading actress in this movie? Betty: Jennifer Lawrence.
康軒,八下,lesson 5,real-life,adj.,真實生活中的,"Believe it or not, this story is from real-life events."
康軒,八下,lesson 5,ever,adv.,在任何時候,That’s dangerous. Don’t ever do that again.
康軒,八下,lesson 5,light,n.,電燈,"Could you turn on the lights, please?"
康軒,八下,lesson 5,alone,adj.; adv.,單獨（的）；獨自（的）,James likes being alone in the house on weekends.
康軒,八下,lesson 5,suddenly,adv.,突然,The lights in the living room went out suddenly.
康軒,八下,lesson 5,event,n.,事件,The important event takes place every four years.
康軒,八下,lesson 5,land,n.,土地；地面,The man bought a piece of land near the river.
康軒,八下,lesson 5,make / made up,,組成,Two doctors and three nurses made up the special team.
康軒,八下,lesson 5,rub against,,摩擦,The cat rubbed against Sally’s leg.
康軒,八下,lesson 5,each other,,互相,Kelly and her husband looked at each other and smiled.
康軒,八下,lesson 5,as a result,,結果；因此,"Chris made a big mistake at work. As a result, he lost his job."
康軒,八下,lesson 5,deep,adj.,深的,Be careful. The water is very deep here.
康軒,八下,lesson 5,sea,n.,海,My family and I went swimming in the sea last weekend.
康軒,八下,lesson 5,window,n.,窗戶,Could you close the windows? I feel cold.
康軒,八下,lesson 5,dangerous,adj.,危險的,It’s dangerous for you to walk by yourself at night.
康軒,八下,lesson 5,plate,n.,板塊,"When two plates push against each other, earthquakes happen."
康軒,八下,lesson 6,plastic,adj.; n.,塑膠的；塑膠,Many people stopped using plastic straws.
康軒,八下,lesson 6,glove,n.,手套,Emily bought a pair of gloves in the department store.
康軒,八下,lesson 6,tableware,n.,餐具,The tableware is very clean.
康軒,八下,lesson 6,spoon,n.,湯匙,Adam is eating the soup with a spoon.
康軒,八下,lesson 6,knife,n.,刀子,I need a knife to cut my steak.
康軒,八下,lesson 6,fork,n.,叉子,The little boy is learning to eat with a fork.
康軒,八下,lesson 6,straw,n.,吸管,Linda drank her juice through a straw.
康軒,八下,lesson 6,chopsticks,n.,筷子,Michael can use chopsticks as well as Linda.
康軒,八下,lesson 6,seabird,n.,海鳥,Seabirds find their food in the sea.
康軒,八下,lesson 6,picnic,n.,野餐,Let’s go on a picnic in the park today.
康軒,八下,lesson 6,metal,n.,金屬,You can use a metal straw over and over again.
康軒,八下,lesson 6,bother,v.,費心,"Leo: Do you need me to wait for you? Ally: No, don’t bother."
康軒,八下,lesson 6,end up,,最後成為,"We planned to just have drinks, but we ended up having a meal together."
康軒,八下,lesson 6,ocean,n.,海洋,Many people are swimming in the ocean although the water is cold.
康軒,八下,lesson 6,turtle,n.,海龜；龜,The fisherman saw two sea turtles swimming in the ocean.
康軒,八下,lesson 6,point,n.,觀點；論點,I agree on your point about not using plastic tableware.
康軒,八下,lesson 6,perhaps,adv.,也許,The sky is getting dark. Perhaps it will rain soon.
康軒,八下,lesson 6,if,conj.,如果,Rick will stay home if it rains tomorrow.
康軒,八下,lesson 6,take / took action,,採取行動,We must take action if we don’t want the dog to get hurt.
康軒,八下,lesson 6,own,adj.; v.,自己的；擁有,Jerry has his own apartment in Taipei.
康軒,八下,lesson 6,though / although,conj.,雖然,Eric went to school yesterday though / although he was sick.
康軒,八下,lesson 6,carry,v.,攜帶,Gina helped her grandma carry the heavy bag.
康軒,八下,lesson 6,break / broke down,,分解,Plastic bags don’t break down easily.
康軒,八下,lesson 6,correct,adj.; v.,正確的；更正,Tom got eight correct answers on the test.
康軒,八下,lesson 6,feed / fed,v.,餵,Ian feeds the dogs twice a day.
康軒,八下,lesson 6,baby,n.,幼鳥；嬰兒,The birds are feeding their babies in the trees.
康軒,八下,lesson 6,tell / told... from...,,區分⋯⋯與⋯⋯,Ms. Lee can’t tell Paul from his brother Mark.
康軒,八下,lesson 6,jellyfish,n.,水母,You can see a lot of beautiful jellyfish in this lake.
康軒,八下,lesson 6,die,v.,死亡,"Sadly, many people die from Covid- all over the world."
康軒,八下,lesson 6,the last straw,,最後一根稻草,"For Jack, losing his car was bad, but losing his job was the last straw."
康軒,八下,lesson 6,disposable,adj.,用完即丟的；一次性的,Eddie threw away the disposable gloves after he used them.
康軒,八下,lesson 6,environment,n.,環境,Plastic bags are bad for the environment.
康軒,八下,lesson 6,enter,v.,進入；輸入,The police entered the building through the back door.
康軒,八下,lesson 6,no longer,,不再,Mrs. Smith no longer works here.
康軒,八下,lesson 6,instead,adv.,作為替,I ran out of coffee. Would you like a cup of tea instead?
康軒,八下,lesson 6,sincerely,adv.,真誠地,Today more and more fathers sincerely try to become better parents. They start doing housework and taking care of their children.
康軒,九上,lesson 1,subject,n.,學科,Nina’s favorite subjects are science and history.
康軒,九上,lesson 1,topic,n.,主題,I can’t think of another topic for my report.
康軒,九上,lesson 1,hairdryer,n.,吹風機,"After Jean washes her hair, she uses the hairdryer to dry her hair."
康軒,九上,lesson 1,paper,n.,紙,I need a piece of paper to write down your phone number.
康軒,九上,lesson 1,century,n.,世紀,We live in the st century.
康軒,九上,lesson 1,common,adj.,普遍的,It is common for kids to be afraid of the dark.
康軒,九上,lesson 1,area,n.,地區；區域,All areas of this country will have some rain today.
康軒,九上,lesson 1,freeze,v.,凍結；結冰,The lakes here freeze in winter.
康軒,九上,lesson 1,potato,n.,馬鈴薯,Tina made potato salad for dinner tonight.
康軒,九上,lesson 1,stick,n.,枝條,Let’s find some dry sticks to make a fire.
康軒,九上,lesson 1,American,adj.；n.,美國的；美國人,Stephen Curry is an American basketball player. 
康軒,九上,lesson 1,soldier,n.,士兵；軍人,"John wanted to be a soldier, but he became a teacher in the end."
康軒,九上,lesson 1,main,adj.,主要的,We don’t have enough money. That’s our main problem.
康軒,九上,lesson 1,language,n.,語言,I’m not good at learning languages.
康軒,九上,lesson 1,since,prep.；conj.,自……以來,Nick hasn’t played baseball since he hurt his legs.
康軒,九上,lesson 1,celebrate,v.,慶祝,We are going out for a meal to celebrate my birthday.
康軒,九上,lesson 1,national,adj.,國家的；國立的,Let’s take a look at the national news. 
康軒,九上,lesson 1,thick,adj.,粗的；厚的,The sticks are too thick. I can’t break them.
康軒,九上,lesson 1,excellent,adj.,優秀的,"Abby wrote an excellent report, so her teacher gave her a good grade."
康軒,九上,lesson 1,type,n.,種類,What type of movies does Helen like?
康軒,九上,lesson 1,fry,v.,油炸；油煎,Sam fried two eggs for breakfast this morning.
康軒,九上,lesson 1,holiday,n.,節日；假期,October  is a holiday in Taiwan.
康軒,九上,lesson 1,snack,n.,點心,These snacks look delicious. Who bought them?
康軒,九上,lesson 1,Easter,n.,復活節,The Brown family spent the Easter holidays in New York City. 
康軒,九上,lesson 1,chocolate,n.,巧克力,My father brought a chocolate cake home last night.
康軒,九上,lesson 1,Halloween,n.,萬聖節前夕,Children in the USA go from house to house to ask for sweets on Halloween.
康軒,九上,lesson 1,candy,n.,糖果,Emma bought me a box of candies from Japan.
康軒,九上,lesson 1,Thanksgiving,n.,感恩節,Thanksgiving is a national holiday in the USA.
康軒,九上,lesson 1,pumpkin,n.,南瓜,We always eat pumpkin pies on Thanksgiving.
康軒,九上,lesson 1,bake,v.,烘烤,Jenny baked the cake for  minutes.
康軒,九上,lesson 1,cookie,n.,餅乾,Would you like some cookies?
康軒,九上,lesson 1,Christmas Eve,,聖誕節前夕；平安夜,What are we going to eat on Christmas Eve?
康軒,九上,lesson 1,nobody,pron.,沒有人,Nobody agreed with Leo.
康軒,九上,lesson 1,wave,v.,揮（手）,Alex waved at us and said goodbye.
康軒,九上,lesson 1,successful,adj.,成功的,Mary runs a very successful computer business.
康軒,九上,lesson 1,island,n.,島,"There are islands around Taiwan, like Green Island and Orchid Island."
康軒,九上,lesson 1,yet,adv.,還（沒）；尚（未）,I can’t go to the movies because I haven’t finished my report yet.
康軒,九上,lesson 1,inch,n.,英寸,The snow was  inches deep in this area.
康軒,九上,lesson 1,king,n.,國王；王者,The king owns many castles and a lot of land.
康軒,九上,lesson 2,delivery,n.,運送,Delivery is free for orders of NT$ or over.
康軒,九上,lesson 2,app,n.,應用程式,I’ve downloaded several apps to my new smartphone.
康軒,九上,lesson 2,among,prep.,在……中,Jake is the tallest among those boys.
康軒,九上,lesson 2,age,n.,年齡,The soldier died at the age of .
康軒,九上,lesson 2,chart,n.,圖表,Look at the weather chart. It will be sunny tomorrow.
康軒,九上,lesson 2,interested,adj.,感興趣的,Ben is interested in the history of the USA.
康軒,九上,lesson 2,several,adj.,幾個的；數個的,Megan has been to Tokyo several times.
康軒,九上,lesson 2,reason,n.,原因,"Sara went home early from school, but she didn’t tell me the reason."
康軒,九上,lesson 2,helpful,adj.,有用的,"If you can’t sleep at night, having some warm milk might be helpful."
康軒,九上,lesson 2,tired,adj.,疲勞的,Dave was tired after a long day at the office.
康軒,九上,lesson 2,service,n.,服務,"The food was good, but the service was terrible. "
康軒,九上,lesson 2,such as,,例如；像,"I like outdoor sports, such as tennis, soccer, and baseball."
康軒,九上,lesson 2,choice,n.,選擇,Toby is facing a difficult choice between staying with his family and working abroad.
康軒,九上,lesson 2,driver,n.,駕駛；司機,David is a good driver. He drives carefully.
康軒,九上,lesson 2,uniform,n.,制服,Most students in Taiwan have to wear uniforms to school.
康軒,九上,lesson 2,news,n.,消息；新聞,We all wanted to know the latest news about the earthquake.
康軒,九上,lesson 2,excited,adj.,感到興奮的,Amy is very excited about the robot show. 
康軒,九上,lesson 2,boring,adj.,無聊的；無趣的,The movie wasn’t interesting. It was boring.
康軒,九上,lesson 2,bored,adj.,感到厭煩的,The kids got bored with the basketball game quickly.
康軒,九上,lesson 2,scared,adj.,感到害怕的,Hank is scared of speaking in front of people.
康軒,九上,lesson 2,tiring,adj.,令人疲倦的,Taking care of children is tiring to Jamie.
康軒,九上,lesson 2,surprising,adj.,令人驚訝的,It is surprising that they want to sell the house.
康軒,九上,lesson 2,tip,v.；n.,給……小費；小費,Tim tipped the waitress three dollars. 
康軒,九上,lesson 2,surprised,adj.,感到驚訝的,We were surprised at his idea of starting a new shop.
康軒,九上,lesson 2,couch,n.,沙發,The couch is so comfortable. I can sit on it all day.
康軒,九上,lesson 2,interest,n.；v.,興趣；使……感興趣,Larry has shown an interest in music since he was five.
康軒,九上,lesson 2,mind,v.,介意,Would you mind waiting outside?
康軒,九上,lesson 2,chance,n.,機會,Is there any chance of getting the movie tickets?
康軒,九上,lesson 2,download,v.,下載,You can download the game for free.
康軒,九上,lesson 2,discount,n.,折扣,Students in Taipei get a discount when they take the bus.
康軒,九上,lesson 2,surprise,n.；v.,驚喜；使……驚訝,"The test was easy, and that surprised me."
康軒,九上,lesson 2,list,n.,清單,Jane always makes a shopping list before she goes to the supermarket.
康軒,九上,lesson 2,at least,,至少,It will take you at least  minutes to get to the museum.
康軒,九上,lesson 2,angry,adj.,生氣的,I was very angry with myself for making the mistake.
康軒,九上,lesson 2,location,n.,位置,The office building is in a good location.
康軒,九上,lesson 2,tap,v.,輕觸,"I tapped him on the head, and he turned around."
康軒,九上,lesson 3,spider,n.,蜘蛛,Allan is afraid of spiders. He thinks they are scary.
康軒,九上,lesson 3,raise,v.,引起；養育,The movie has raised some problems about fast fashion.
康軒,九上,lesson 3,gender,n.,性別,This test can show the gender of the baby.
康軒,九上,lesson 3,stereotype,n.,成見；刻板印象,The writer’s books are filled with gender stereotypes.
康軒,九上,lesson 3,weak,adj.,虛弱的,You will feel weak soon if you don’t eat anything.
康軒,九上,lesson 3,helpless,adj.,無的,The doctor felt helpless because he couldn’t make the child feel better.
康軒,九上,lesson 3,value,n.,價值,The value of this old picture is not known. 
康軒,九上,lesson 3,engineer,n.,工程師,My aunt is an engineer. She can fix computers.
康軒,九上,lesson 3,lawyer,n.,律師,He didn’t answer any questions until his lawyer came.
康軒,九上,lesson 3,powerful,adj.,有力量的；強大的,Ms. Wang was chosen as the most powerful person in this country.
康軒,九上,lesson 3,honest,adj.,誠實的,Larry is an honest and hard-working student.
康軒,九上,lesson 3,modern,adj.,現的,Jamie and I plan to visit the Museum of Modern Art (MoMA).
康軒,九上,lesson 3,limited,adj.,有限的,These students are not happy with the limited space for playing. 
康軒,九上,lesson 3,present,v.；n.,展現；禮物,Peter is going to present a report in the meeting.
康軒,九上,lesson 3,lovely,adj.,討人喜歡的；漂亮的,Jennifer looks lovely in that dress.
康軒,九上,lesson 3,born,adj.,出生的；誕生的,"Peter was born on June , ."
康軒,九上,lesson 3,pretty,adj.,漂亮的,Zoe looks much prettier when she smiles.
康軒,九上,lesson 3,brave,adj.,勇敢的,It was brave of you to save the boy. 
康軒,九上,lesson 3,expect,v.,期待；預計,I didn’t expect to see Mr. Simpson in the meeting.
康軒,九上,lesson 3,blow ... away,,使……大為驚訝,The ending of the movie will blow you away.
康軒,九上,lesson 3,be filled with,,充滿,The streets are filled with cars and people.
康軒,九上,lesson 3,garbage,n.,垃圾,Please take out the garbage when you leave.
康軒,九上,lesson 3,heart,n.,心；感情,Emily loves Tony with all her heart.
康軒,九上,lesson 3,thank goodness,,謝天謝地,Thank goodness nobody was hurt.
康軒,九上,lesson 3,hope,v.；n.,希望,I hope our team will win the basketball game. 
康軒,九上,lesson 3,except,prep.,除了……之外,The museum is open every day except Mondays.
康軒,九上,lesson 3,quite,adv.,相當地,I felt quite tired after a long day of work.
康軒,九上,lesson 3,stupid,adj.,愚蠢的；笨的,It is stupid and dangerous to run a red light.
康軒,九上,lesson 3,ending,n.,（故事的）結局,Mary enjoys reading stories with happy endings.
康軒,九上,lesson 3,ugly,adj.,醜陋的,Amy won’t buy that dress because she thinks it is ugly.
康軒,九上,lesson 3,hate,v.,討厭；憎恨,"My parents hate to eat out, so they cook for themselves every day."
康軒,九上,lesson 3,allow,v.,允許,Kids under  are not allowed in this restaurant. 
康軒,九上,lesson 3,opinion,n.,意見,"In my opinion, Betty is the best English teacher in the world."
康軒,九上,lesson 3,couldn’t help but...,,忍不住……,I couldn’t help but keep looking at her pretty shoes.
康軒,九上,lesson 3,put oneself in someone’s shoes,,設身處地以……的立場想,Don’t be so angry with Mike. Try to put yourself in his shoes.
康軒,九上,lesson 4,create,v.,創造,The new factory created at least  new jobs. 
康軒,九上,lesson 4,dictionary,n.,字典,"To check how a word is spelled, you can look it up in the dictionary."
康軒,九上,lesson 4,case,n.,實例,"In my case, when I started teaching English, I enjoyed it right away."
康軒,九上,lesson 4,combine,v.,結合；合併,This book combines history with art in a special way.
康軒,九上,lesson 4,form,v.,形成,The students formed a line behind their teacher.
康軒,九上,lesson 4,pleasure,n.,樂趣；榮幸,A: Thanks for your help. B: It was my pleasure.
康軒,九上,lesson 4,airport,n.,機場,Jerry arrived at the airport in time to catch the plane. 
康軒,九上,lesson 4,build,v.,建造,The museum took many years to build.
康軒,九上,lesson 4,notebook (computer),n.,筆記型電腦,The notebook (computer) is light and easy to carry around.
康軒,九上,lesson 4,e-mail,n.,電子郵件,Ms. White sent her secretary an e-mail this morning.
康軒,九上,lesson 4,by accident,,意外地,The fire started by accident last night.
康軒,九上,lesson 4,lip,n.,嘴唇,The boy has big eyes and full lips.
康軒,九上,lesson 4,whether,conj.,是否,Ask Peter whether he can come or not.
康軒,九上,lesson 4,define,v.,定義,"It’s hard for me to define the word ""love."" "
康軒,九上,lesson 4,explain,v.,解釋；說明,The man explained how to use the notebook computer to me.
康軒,九上,lesson 4,butterfly,n.,蝴蝶,There is a big butterfly flying around the flowers.
康軒,九上,lesson 4,interview,n.,面試；採訪,Bill has an interview for a teaching job next week.
康軒,九上,lesson 4,frog,n.,青蛙,I saw a frog jump into the pond.
康軒,九上,lesson 4,salesman,n.,銷售員,The salesman is trying to sell the car to me.
康軒,九上,lesson 4,mad,adj.,惱火的,Mr. Jones was mad at me because I didn’t do my homework.
康軒,九上,lesson 4,hen,n.,母雞,My grandpa keeps three hens in back of his house.
康軒,九上,lesson 4,blind,adj.,瞎的；盲的,Judy is blind in her left eye.
康軒,九上,lesson 4,bat,n.,蝙蝠,Bats fly and feed at night.
康軒,九上,lesson 4,glasses,n.,眼鏡,Daisy can’t see the words clearly without her glasses.
康軒,九上,lesson 4,lie,v.,說謊,Oliver’s parents were mad at him because he lied to them again.
康軒,九上,lesson 4,farm,n.,農場,My uncle used to work on a farm.
康軒,九上,lesson 4,sentence,n.,句子,I don’t know how to explain the long sentence. Can you help me? 
康軒,九上,lesson 4,glad,adj.,高興的,George was glad when the day-long meeting was over.
康軒,九上,lesson 4,trouble,n.,麻煩,"If I don’t get this done before I get off work today, I’ll be in trouble."
康軒,九上,lesson 4,pain,n.,疼痛；痛苦,The pain in my legs is getting worse.
康軒,九上,lesson 4,meaning,n.,意思；意義,What’s the meaning of this word?
康軒,九上,lesson 4,prayer,n.,祈禱者,Some prayers are praying for their families’ health in the church.
康軒,九上,lesson 4,lesson,n.,（一節）課；經驗；教訓,That mistake taught us a lesson. We’ll never forget about it.
康軒,九上,lesson 5,foreign,adj.,外國的,Bryan can speak five foreign languages.
康軒,九上,lesson 5,lollipop,n.,棒棒糖,My brother was happy when I gave him a lollipop.
康軒,九上,lesson 5,pink,n.；adj.,粉紅色（的）,I wore a pink T-shirt to school yesterday.
康軒,九上,lesson 5,purple,n.；adj.,紫色（的）,She was dressed in purple.
康軒,九上,lesson 5,natural,adj.,天然的,This is not Jennie’s natural hair color.
康軒,九上,lesson 5,package,v.；n.,包裝；包裹,Tina gave me a package of cookies.
康軒,九上,lesson 5,company,n.,公司,Mr. Jones joined our company last month.
康軒,九上,lesson 5,million,n.,百萬,Over two million people visit this city every year. 
康軒,九上,lesson 5,center,n.,中心；中央,There is a big sofa in the center of the living room.
康軒,九上,lesson 5,boss,n.,老闆,Daniel has to ask his boss for a day off.
康軒,九上,lesson 5,amazing,adj.,令人驚喜的,James is an amazing baseball player.
康軒,九上,lesson 5,married,adj.,已婚的,Helen and Paul have been married for three years.
康軒,九上,lesson 5,-sounding,adj.,聽起來……的,A man with a foreign-sounding voice answered the phone.
康軒,九上,lesson 5,have a sweet tooth,,愛吃甜食,Nisha has a sweet tooth. She loves eating sweets and chocolate.
康軒,九上,lesson 5,rise,n.；v.,上漲；升高,There was a big rise in the number of COVID- cases last week.
康軒,九上,lesson 5,success,n.,成功,Everyone agreed that the movie was a big success.
康軒,九上,lesson 5,mark,n.,目標；標記,She made her mark as an actress.
