publisher,grade,unit,word,part_of_speech,translation,sentence_example
南一,八下,lesson 4,successfully,adv.,成功地,He successfully climbed up to the top of Mt. Jade when he was eighteen.
南一,八下,lesson 4,leader,n.,領導者,Luke is the leader of the team.
南一,八下,lesson 4,seed,n.,種子；籽,These are watermelon seeds.
南一,八下,lesson 4,abroad,adv.,到國外；在國外,My sister studied abroad when she was twenty-two years old.
南一,八下,lesson 4,create,v.,創造,Who created the world?
南一,八下,lesson 4,improve,v.,改善,You have to improve your English.
南一,八下,lesson 4,grow,v.,種植,Taiwan's climate is excellent for growing fruit.
南一,八下,lesson 5,science,n.,科學,We learned about some special animals in today’s science class.
南一,八下,lesson 5,strange,adj.,奇怪的,Peter said something very strange to me.
南一,八下,lesson 5,through,prep.,穿越,We drove through the tunnel.
南一,八下,lesson 5,noise,n.,噪音,Please stop making noise in the library.
南一,八下,lesson 5,both,pron.,兩者（都）,Both of my parents are very tall.
南一,八下,lesson 5,anyone,pron.,任何人,Was there anyone in the room?
南一,八下,lesson 5,answer,n.,答案,What’s the answer to the question?
南一,八下,lesson 5,ourselves,pron.,我們自己,We are cooking dinner for ourselves tonight.
南一,八下,lesson 5,sign,n.,告示；標誌,The sign says “No Swimming.”
南一,八下,lesson 5,shape,n.,外形；形狀,Mike made the cake in the shape of a car.
南一,八下,lesson 5,body,n.,身體,Drinking hot water keeps your body warm in winter.
南一,八下,lesson 5,change,v.,改變,I’m all wet. I need to change my clothes.
南一,八下,lesson 5,copy,v.,模仿；抄襲,Ricky copied a good idea from a book and made a new toy.
南一,八下,lesson 5,head,n.,頭部,Sandy put a book on her head.
南一,八下,lesson 5,tunnel,n.,隧道,The train went into a tunnel.
南一,八下,lesson 5,beak,n.,（鳥類的）嘴；喙,Birds use their beaks to pick up food.
南一,八下,lesson 5,sound,n.,聲音,What's that strange sound?
南一,八下,lesson 5,not at all,phr.,一點也不,It's not noisy at all.
南一,八下,lesson 5,neck,n.,脖子,The tall girl has a long neck.
南一,八下,lesson 5,hair,n.,頭髮,"Tommy has short, black hair."
南一,八下,lesson 5,sharp,adj.,尖銳的,This knife is sharp. Be careful!
南一,八下,lesson 5,nail,n.,指甲,Lisa is painting her nails.
南一,八下,lesson 5,lip,n.,嘴唇,Anna painted her lips to make them beautiful.
南一,八下,lesson 5,nose,n.,鼻子,Fred has a small nose.
南一,八下,lesson 5,knee,n.,膝蓋,Helen put the cat on her knee.
南一,八下,lesson 5,leg,n.,腿,Eric fell and hurt his leg.
南一,八下,lesson 5,nature,n.,大自然,We can enjoy clean air in nature.
南一,八下,lesson 5,tooth,n.,牙齒,I need to have a tooth out.
南一,八下,lesson 5,cover,v.,覆蓋,Snow is covering the mountains.
南一,八下,lesson 5,tip,n.,頂端；尖端,Please touch the tip of your nose.
南一,八下,lesson 5,borrow,v.,借用,Nina often borrows money from her brother.
南一,八下,lesson 5,yourself,pron.,你自己,Did you go to school by yourself?
南一,八下,lesson 5,shark,n.,鯊魚,I saw many sharks circling the boat.
南一,八下,lesson 5,skin,n.,皮膚,Her skin becomes better every day.
南一,八下,lesson 5,scale,n.,魚鱗,Scales cover the skin of many fish.
南一,八下,lesson 5,swimsuit,n.,泳衣,I bought this swimsuit three days ago.
南一,八下,lesson 5,plant,n.,植物,Biomimicry is about copying from animals and plants.
南一,八下,lesson 6,pretty much,phr.,幾乎完全地,Crows and ravens are pretty much the same.
南一,八下,lesson 6,all ears,phr.,洗耳恭聽,I'm all ears.
南一,八下,lesson 6,mail carrier,n.,郵差,The mail carrier is busy collecting letters.
南一,八下,lesson 6,voice actor,n.,配音員,Danny wants to become a voice actor.
南一,八下,lesson 6,driver,n.,駕駛員,David’s father is a bus driver.
南一,八下,lesson 6,engineer,n.,工程師,My father is an engineer. He works late every day.
南一,八下,lesson 6,comic,n.,漫畫,Henry loves to read comic books when he has free time.
南一,八下,lesson 6,writer,n.,作家,J.K. Rowling is a famous writer.
南一,八下,lesson 6,soldier,n.,士兵；軍人,It takes a lot of training to be a good soldier.
南一,八下,lesson 6,dark,adj.,深色的,My mom has long dark hair.
南一,八下,lesson 6,vacation,n.,假期,Julia is on vacation this week.
南一,八下,lesson 6,although,conj.,雖然；儘管,"Although he has a lot of money, he is not happy."
南一,八下,lesson 6,belong to,phr.,屬於,"This cap belongs to me, not Penny."
南一,八下,lesson 6,history,n.,歷史,Jimmy knows a lot about American history.
南一,八下,lesson 6,uniform,n.,制服,Eric looks good in uniform.
南一,八下,lesson 6,interesting,adj.,有趣的,That’s a really interesting question.
南一,八下,lesson 6,the public,n.,民眾,The museum is not open to the public on Mondays.
南一,八下,lesson 6,if,conj.,如果,"If it rains tomorrow, we will not go hiking."
南一,八下,lesson 6,perhaps,adv.,也許,"Paul: Will Sally come to the party? Emma: Well, perhaps she won't."
南一,八下,lesson 6,crow,n.,烏鴉,Crows are as smart as a seven-year-old child.
南一,八下,lesson 6,raven,n.,渡鴉,Many people go to the Tower of London to see the ravens.
南一,八下,lesson 6,ugly,adj.,醜的,This couch is expensive and ugly. I won’t buy it.
南一,八下,lesson 6,however,adv.,然而,"Nick wants to buy a new car. However, his wife does not."
南一,八下,lesson 6,follow,v.,聽從；跟隨,It's easy to get to that coffee shop. Just follow me.
南一,八下,lesson 6,quite,adv.,很；相當,The food at this restaurant is quite good.
南一,八下,lesson 6,healthy,adj.,健康的,My father goes hiking every day to keep himself healthy.
南一,八下,lesson 6,part,n.,一部分,Only a few parts of this movie are interesting.
南一,八下,lesson 6,be able to ...,phr.,能夠……,I am able to finish all my homework before dinner.
南一,八下,lesson 6,ground,n.,地面,"Johnny, don't sit on the ground."
南一,八下,lesson 6,stair,n.,樓梯,Judy fell down from the stairs and broke her arm.
南一,八下,lesson 6,high,adj.,高的,There is a cat sitting on the high wall.
南一,八下,lesson 6,wall,n.,牆壁,There is a high wall behind the train station.
南一,八下,lesson 6,legend,n.,傳說,She is writing a book about Chinese legends.
南一,八下,lesson 6,kingdom,n.,王國,Denmark is a kingdom.
南一,八下,lesson 6,keeper,n.,飼養者,Paul is a zoo keeper.
南一,八下,lesson 6,protector,n.,保護者,You need to find a protector.
南一,八下,lesson 6,tradition,n.,傳統,This is an old tradition.
南一,八下,lesson 6,honor,n.,榮譽,"It's an honor to meet you, sir."
南一,八下,lesson 6,safe and sound,phr.,安然無恙,"Thanks to Ravenmaster, these birds are safe and sound."
南一,八下,lesson 6,leave,v.,離開,"If the ravens leave the Tower of London, the kingdom will fall."
南一,八下,lesson 6,order,v./n.,命令,"Because of this legend, King Charles II ordered his people to always keep ravens in the Tower. ‧ Today, the British are still following the king's order."
南一,八下,lesson 6,full-time,adj.,全職的,"Ravens have a full-time keeper, Ravenmaster."
南一,九上,lesson 1,businessman,n.,商人,Mike is a businessman. He owns several shops in the city.
南一,九上,lesson 1,Christmas,n.,聖誕節,Sherry often gives presents to her family and friends on Christmas Day.
南一,九上,lesson 1,past,n.,過去,I should not keep living in the past.
南一,九上,lesson 1,present,n.,現在,"We must live in the present, not in the past."
南一,九上,lesson 1,future,n.,未來,Lisa worries about her future a lot.
南一,九上,lesson 1,character,n.,人物；角色,Romeo and Juliet are the two main characters in the movie.
南一,九上,lesson 1,eve,n.,（重大事件的）前夕,We will go to a party on New Year's Eve.
南一,九上,lesson 1,hate,v.,憎恨；厭惡,Kelly hates cold and rainy days.
南一,九上,lesson 1,lie,n.,謊話,"Leo always tells lies, so I don't believe him."
南一,九上,lesson 1,cheat,v.,欺騙,They cheated the old man out of his house and money.
南一,九上,lesson 1,rich,adj.,有錢的,The man is very rich. He has several houses and expensive cars.
南一,九上,lesson 1,speak,v.,說話,"Can you speak slowly, please?"
南一,九上,lesson 1,treat,v.,對待,Frank treated his brother badly and was often angry at him.
南一,九上,lesson 1,person,n.,人,My grandma is a kind person.
南一,九上,lesson 1,appear,v.,出現,Peter suddenly appeared in the living room.
南一,九上,lesson 1,weak,adj.,虛弱的,Gary feels weak because he hasn't eaten for two days.
南一,九上,lesson 1,lead,v.,領路；引導,The teacher led the new students into the other classroom.
南一,九上,lesson 1,yet,adv.,還（沒）,"It's  a.m., so the sun has not risen yet."
南一,九上,lesson 1,wake up,phr.,醒來,The phone rang and woke me up this morning.
南一,九上,lesson 1,raise,n.,加薪；提高,Kenny got a raise at work last year.
南一,九上,lesson 1,since,prep.,自從……,I haven't heard from Leo since this spring.
南一,九上,lesson 1,lovely,adj.,愉快的,Kevin had a lovely evening with his friends tonight.
南一,九上,lesson 1,donate,v.,捐贈,Ted donated his books to the library.
南一,九上,lesson 1,boarding school,n.,寄宿學校,John sent his son to a boarding school in Taipei.
南一,九上,lesson 1,loving,adj.,充滿愛的,Tina is a very loving girl. She often helps her classmates.
南一,九上,lesson 1,mean,adj.,卑鄙的；刻薄的,"Scrooge is rich, and he is mean to his clerk, Cratchit."
南一,九上,lesson 1,pay,v.,支付……報酬,Cratchit's boss doesn't pay him well.
南一,九上,lesson 1,close,adj.,親密的,He was very close to his sister.
南一,九上,lesson 1,but,prep.,除……外,"After his sister died, he became mean to everyone and loved nothing but money."
南一,九上,lesson 1,live,v.,活著,Will Tiny Tim live?
南一,九上,lesson 1,enough,adv.,足夠地,I have seen enough!
南一,九上,lesson 1,lie,v.,躺,Scrooge sees an old man lying in bed.
南一,九上,lesson 1,answer,v.,回答,“It's you!＂ the ghost answers.
南一,九上,lesson 1,end,v.,結束,My life hasn't ended yet.
南一,九上,lesson 1,back,adv.,返回,"Then, he wakes up back in his bed."
南一,九上,lesson 1,pay,n.,工資,Scrooge gives Cratchit a pay raise.
南一,九上,lesson 1,present,n.,禮物,Scrooge sends lots of food to Cratchit's family as a Christmas present.
南一,九上,lesson 1,polite,adj.,有禮貌的,"Fiona is always polite to everyone, so people like her."
南一,九上,lesson 1,lazy,adj.,懶惰的,Jack is very lazy and sits in front of the TV all day.
南一,九上,lesson 1,wise,adj.,明智的,You were wise to make this great choice.
南一,九上,lesson 1,funny,adj.,有趣的,The funny story made us all laugh.
南一,九上,lesson 1,police officer,n.,警員,A police officer came and stopped the bad guy from hurting people.
南一,九上,lesson 1,truck,n.,卡車,My father has worked as a truck driver since he was young.
南一,九上,lesson 1,lawyer,n.,律師,You can pay a lawyer to help you with the difficult problems.
南一,九上,lesson 1,song,n.,歌曲,Larry sang a song to his mom on her birthday.
南一,九上,lesson 1,shopkeeper,n.,店主,The shopkeeper is very nice to everyone.
南一,九上,lesson 1,dentist,n.,牙科醫生,"My teeth hurt, so I'll go see the dentist later."
南一,九上,lesson 1,boss,n.,老闆,"At work, Tina always listens to her boss."
南一,九上,lesson 1,secretary,n.,祕書,The secretary sends letters for her boss.
南一,九上,lesson 1,band,n.,樂團,The band played some cool songs on a TV show yesterday.
南一,九上,lesson 1,singer,n.,歌手,I love to listen to this singer's music.
南一,九上,lesson 1,office,n.,辦公室,Danny worked very late and left his office at  o'clock last night.
南一,九上,lesson 1,soccer,n.,足球,There are eleven players on a soccer team.
南一,九上,lesson 1,player,n.,運動員,My brother is a good baseball player.
南一,九上,lesson 1,kick,v.,踢,Chris showed Henry how to kick a soccer ball yesterday.
南一,九上,lesson 2,PE,abbr.,體育,My favorite thing to do in PE class is running.
南一,九上,lesson 2,rest,v.,休息,I need to sit down and rest for a few minutes.
南一,九上,lesson 2,burn,v.,發燙；燃燒,"Wear a hat on a sunny day, or your face will burn."
南一,九上,lesson 2,sore,adj.,疼痛的,Nina's eyes were sore from reading all night.
南一,九上,lesson 2,thirsty,adj.,口渴的,Sweet food makes you thirsty.
南一,九上,lesson 2,airplane,n.,飛機,Flying on an airplane to another country is convenient.
南一,九上,lesson 2,bug,n.,小蟲子,Sam saw a small bug on a tree and caught it.
南一,九上,lesson 2,large,adj.,大的,I want a large table. This one is too small.
南一,九上,lesson 2,light,n.,光,Light comes in through the big window every morning.
南一,九上,lesson 2,soon,adv.,不久；很快地,It will soon be Tina's birthday.
南一,九上,lesson 2,honest,adj.,誠實的,Ben is an honest boy. He never tells a lie.
南一,九上,lesson 2,run,n.,跑,Henry and Lucy have just finished an -meter run in PE class.
南一,九上,lesson 2,tennis,n.,網球,Kevin often plays tennis in the park on weekends.
南一,九上,lesson 2,badminton,n.,羽毛球,Luke is good at playing badminton.
南一,九上,lesson 2,baseball,n.,棒球,Baseball is a popular sport in Taiwan.
南一,九上,lesson 2,kite,n.,風箏,We will fly a kite on this windy day.
南一,九上,lesson 2,insect,n.,昆蟲,A bee is a kind of insect.
南一,九上,lesson 2,piano,n.,鋼琴,Lisa enjoys singing when she plays the piano.
南一,九上,lesson 2,drum,n.,鼓,They danced to the sound of the drums.
南一,九上,lesson 2,comb,n.,梳子,You need a good comb for your hair.
南一,九上,lesson 2,wallet,n.,皮夾,Tom opened his wallet and took out some money.
南一,九上,lesson 2,mile,n.,英里,It's thirty miles from here to the town.
南一,九上,lesson 2,set off,phr.,出發,We will set off for Grandma's house later.
南一,九上,lesson 2,above,prep.,在……上面,There is a bird above the trees now.
南一,九上,lesson 2,sky,n.,天空,There are lots of birds in the sky.
南一,九上,lesson 2,kiss,n.,吻,Philip gave his wife a kiss.
南一,九上,lesson 2,sidewalk,n.,人行道,There was snow on the streets and sidewalks.
南一,九上,lesson 2,race,n.,賽跑；比賽,Jimmy ran a race with me today.
南一,九上,lesson 2,prize,n.,獎品,I played a game and won a prize.
南一,九上,lesson 2,exciting,adj.,令人興奮的,It was a really exciting game.
南一,九上,lesson 2,pull off,phr.,扯下,"If you want to stay in the game, don t́ let anyone pull off your red flags."
南一,九上,lesson 2,firework,n.,煙火,We'll set off the fireworks when the sky gets dark.
南一,九上,lesson 2,medal,n.,獎牌,Brian won a medal for swimming.
南一,九上,lesson 2,scream,n.,尖叫,We heard screams coming from the living room.
南一,九上,lesson 2,alive,adj.,活著的,My grandfather is alive and healthy.
南一,九上,lesson 2,flag,n.,旗子,"When the red flag is up, it's dangerous to swim."
南一,九上,lesson 2,lovely,adj.,漂亮的,"When the runners finish the race, they get a lovely Disney medal as a prize."
南一,九上,lesson 2,hunt,v.,追獵,"When they are running, hungry zombies hunt for them everywhere."
南一,九上,lesson 3,club,n.,社團,Jay practices playing the guitar in the Guitar Club every day.
南一,九上,lesson 3,boring,adj.,令人無聊的,Doing the same thing all day long is quite boring.
南一,九上,lesson 3,bored,adj.,感到無聊的,John feels bored when he goes hiking with his grandfather.
南一,九上,lesson 3,news,n.,新聞,My father always watches the news on TV before he goes to work.
南一,九上,lesson 3,report,n.,報導,Look at this news report. I can't believe this is true.
南一,九上,lesson 3,in total,phr.,總共,Thirty-six people in total were at Tim's birthday party last Sunday.
南一,九上,lesson 3,God,n.,上帝；神,All of my family members believe in God.
南一,九上,lesson 3,teach,v.,教導,My aunt teaches English at a high school.
南一,九上,lesson 3,crazy,adj.,瘋狂的,"This is a crazy idea, but I want to try it."
南一,九上,lesson 3,fact,n.,事實,What are the facts in the story?
南一,九上,lesson 3,real,adj.,真實的,My mother is angry. I'm in real trouble now.
南一,九上,lesson 3,steal,v.,偷竊,Someone stole flowers from our garden.
南一,九上,lesson 3,search for,phr.,尋找,He is still searching for the answer to the question.
南一,九上,lesson 3,fake,adj.,假的,You can tell the bag is fake by its color.
南一,九上,lesson 3,fact-check,v.,核實,We should always fact-check when we see news like this.
南一,九上,lesson 3,lesson,n.,教訓,I'm surprised that there is so much fake news all around us. I learned a lesson today.
南一,九上,lesson 3,medicine,n.,藥品,You should remember to take your medicine after meals.
南一,九上,lesson 3,on sale,phr.,特賣,Wow! These beautiful cups are on sale. Let's get some!
南一,九上,lesson 3,heavy,adj.,重的,"This box is very heavy, so I can't move it by myself."
南一,九上,lesson 3,slim,adj.,纖細的,Those singers on TV all look quite slim.
南一,九上,lesson 3,handsome,adj.,英俊的,Our new teacher is a tall and handsome man.
南一,九上,lesson 3,drop,v.,下降；掉落,"Lily dropped her cup, and it broke."
南一,九上,lesson 3,pound,n.,磅,Tracy lost three pounds during summer vacation.
南一,九上,lesson 3,kilogram,n.,公斤,Jenny bought two kilograms of rice every week.
南一,九上,lesson 3,inch,n.,英吋,Amanda is two inches taller than her sister.
南一,九上,lesson 3,centimeter,n.,公分,This ruler is fifty centimeters long.
南一,九上,lesson 3,sore throat,phr.,喉嚨痛,"Ben spoke all day long, so he has a sore throat now."
南一,九上,lesson 3,headache,n.,頭痛,Eating too much ice cream gave me a headache.
南一,九上,lesson 3,fever,n.,發燒,Terry didn't go to school today because he had a fever.
南一,九上,lesson 3,finger,n.,手指,Tracy hurt her finger during a basketball game.
南一,九上,lesson 3,toe,n.,腳趾,Can you touch your head with your toes?
南一,九上,lesson 3,purple,adj.,紫色的,Tina likes the purple dress.
南一,九上,lesson 3,rose,n.,玫瑰,The little boy sent his mother a red rose.
南一,九上,lesson 3,fool,v.,愚弄,William fooled his classmates just for fun.
南一,九上,lesson 3,interest,v.,使……感興趣,The story interests Dora a lot because it reminds her of her grandma.
南一,九上,lesson 3,take a moment,phr.,花一些時間,It just takes a moment to do this homework.
南一,九上,lesson 3,below,adv.,在……下面,You can write down some words on the paper below.
南一,九上,lesson 3,dig,v.,挖掘,They dug a hole to plant the tree.
南一,九上,lesson 3,tool,n.,工具,Pete used some special tools to make a chair in class.
南一,九上,lesson 3,excited,adj.,感到興奮的,Kevin is very excited about going to Japan with his family.
南一,九上,lesson 3,habit,n.,習慣,Jenny makes it a habit to go jogging before breakfast.
南一,九上,lesson 3,headline,n.,標題,"The newspaper's front-page headline reads, “A Typhoon Is Coming.＂"
南一,九上,lesson 3,trusted,adj.,可信賴的,Can they be trusted to look after the house?
南一,九上,lesson 3,website,n.,網站,Visit our website for more information.
南一,九上,lesson 3,tip,n.,訣竅,The tips below will help you fact-check news.
南一,九上,lesson 3,piece,n.,（新聞）則；篇,Does the piece of news show the writer's name?
南一,九上,lesson 3,keyword,n.,關鍵字,You can search for the news with keywords.
南一,九上,lesson 4,meeting,n.,會議,We have a class meeting every Monday morning.
南一,九上,lesson 4,group,n.,團體,Elephants live in large groups.
南一,九上,lesson 4,upload,v.,上傳,It took me a few minutes to upload the video.
南一,九上,lesson 4,topic,n.,主題,My science homework topic is the rain forest.
南一,九上,lesson 4,correct,adj.,正確的,What's the correct answer to the question?
南一,九上,lesson 4,list,n.,清單,Here is a shopping list.
南一,九上,lesson 4,have ... in mind,phr.,想好；考慮到,Do you have anything in mind for Dad's birthday?
南一,九上,lesson 4,interview,n.,採訪,We will have an interview with Jay Zhou next weekend.
南一,九上,lesson 4,program,n.,節目,My grandma enjoys watching American programs.
南一,九上,lesson 4,glad,adj.,高興的,I'm so glad you came to my party.
南一,九上,lesson 4,on the same page,phr.,有共識的,My parents are on the same page about where to travel.
南一,九上,lesson 4,hope,v.,希望,I hope I can get good grades on the final exam.
南一,九上,lesson 4,director,n.,導演,The director read the touching story and made it into a movie.
南一,九上,lesson 4,wonder,v.,想知道……,We were wondering if you'd like to have dinner with us tonight.
南一,九上,lesson 4,film,v.,拍攝,The director is filming a movie about the King's love story.
南一,九上,lesson 4,helicopter,n.,直升機,Have you ever taken a helicopter?
南一,九上,lesson 4,report,n.,報告,"Sara, Alice, and Peter are having a meeting about their group report."
南一,九上,lesson 4,drive,v.,駕駛,Where did you learn to drive a car?
南一,九上,lesson 4,taxi,n.,計程車,He called a taxi to take him to the hotel from the airport.
南一,九上,lesson 4,ship,n.,船；艦,We traveled to Japan on a ship.
南一,九上,lesson 4,scooter,n.,機車,Mrs. Wang rides her scooter to school every day.
南一,九上,lesson 4,motorcycle,n.,摩托車,Carl's father bought him a new motorcycle as his birthday gift.
南一,九上,lesson 4,airport,n.,機場,We arrived at the airport at five p.m.
南一,九上,lesson 4,hill,n.,山丘,Terry lives on the hill with his family.
南一,九上,lesson 4,wave,n.,海浪,We love to listen to the sound of the waves at the beach.
南一,九上,lesson 4,cloud,n.,雲朵,"Dark clouds were all over the sky, and it soon rained heavily."
南一,九上,lesson 4,pond,n.,池塘,There are a lot of fish in the pond.
南一,九上,lesson 4,born,adj.,出生的,Jessica was born in Hong Kong in December.
南一,九上,lesson 4,expect,v.,期待,Tina is expecting a big party for her birthday.
南一,九上,lesson 4,sight,n.,景色,"For many people, the sunrise is a beautiful sight."
南一,九上,lesson 4,national,adj.,國家的,People can take the day off on a national holiday.
南一,九上,lesson 4,roll,v.,滾落,The egg rolled off the table.
南一,九上,lesson 4,civil service,n.,公職,My father has worked in the civil service all his life.
南一,九上,lesson 4,height,n.,高度,Fiona is the same height as her mother.
南一,九上,lesson 4,ahead,adv.,向前,"The road ahead is very dangerous, so be careful."
南一,九上,lesson 4,land,n.,土地,Mr. White bought some land to grow vegetables.
南一,九上,lesson 4,a bird's eye view,phr.,鳥瞰,"When you take a plane, you can look at the land below you from a bird's eye view."
南一,九上,lesson 4,damage,n.,損害,The damage to the house was not serious.
南一,九上,lesson 4,comment,n.,評論,My classmates made some comments on my clothes.
南一,九上,lesson 4,such,adj.,這樣的,Jessica is such a lovely girl.
南一,九上,lesson 4,pride,n.,驕傲,He wore his medals with pride.
南一,九上,lesson 4,raise,v.,扶養,I was born and raised in Taiwan.
南一,九上,lesson 5,radio,n.,廣播；收音機,I heard a great song on the radio last night.
南一,九上,lesson 5,mail,n.,信件,Frank spent all afternoon checking his mail.
南一,九上,lesson 5,elementary school,n.,國小,Wayne is  years old. He is an elementary school student.
南一,九上,lesson 5,bright,adj.,鮮豔的,Sandy believes that wearing bright colors can make people happier.
南一,九上,lesson 5,reason,n.,原因,Nobody knows the reason why Grace did not come to school today.
南一,九上,lesson 5,color-blind,adj.,色盲的,Both cats and dogs are red-green color-blind.
南一,九上,lesson 5,quickly,adv.,快速地,Alice answered my messages quickly.
南一,九上,lesson 5,host,n.,主持人,Our host for tonight's show is Anderson.
南一,九上,lesson 5,bull,n.,公牛,Bulls don't like quick movements.
南一,九上,lesson 5,cape,n.,披風,Do you know the girl who wears a red cape?
南一,九上,lesson 5,on air,phr.,正在播出,"The radio show, Animal World, is on air."
南一,九上,lesson 5,slide,n.,滑梯,Lots of children play on a slide at the park.
南一,九上,lesson 5,swing,n.,鞦韆,Helen: Where is Nancy? Lucy: She is playing on the swing.
南一,九上,lesson 5,seesaw,n.,蹺蹺板,My sister and I loved to play on the seesaw when we were little.
南一,九上,lesson 5,row,n.,一排,There is a row of trees in front of the house.
南一,九上,lesson 5,pipe,n.,水管,We need to buy a new pipe. The old one is broken.
南一,九上,lesson 5,blanket,n.,毛毯,It is cold today. Mark covered himself with a blanket.
南一,九上,lesson 5,smoke,n.,煙霧,I can't breathe because there is too much smoke in the air.
南一,九上,lesson 5,campfire,n.,營火,The kids sang and danced around the campfire last night.
南一,九上,lesson 5,pet,n.,寵物,More and more people keep pets these days.
南一,九上,lesson 5,push,v.,推,"The door was broken, so I couldn't push it."
南一,九上,lesson 5,energy,n.,能量,The children are always full of energy.
南一,九上,lesson 5,pull,v.,拉,You have to pull the door to open it.
南一,九上,lesson 5,planet,n.,行星,Earth is the planet we live on.
南一,九上,lesson 5,allow,v.,使……有可能,The new road allows people to go to that town faster.
南一,九上,lesson 5,gray,n.; adj.,灰色；灰色的,Jasper wore white pants and a gray T-shirt today.
南一,九上,lesson 5,round,adj.,圓形的,Doris has round eyes and long hair.
南一,九上,lesson 5,angle,n.,角度,A square has four  degree angles.
南一,九上,lesson 5,north,n.,北方,Taoyuan airport lies in the north of Taiwan.
南一,九上,lesson 5,east,n.,東方,Jake's home is in the east of Taiwan.
南一,九上,lesson 5,west,n.,西方,The sun rises in the east and sets in the west.
南一,九上,lesson 5,south,n.,南方,The best restaurants are in the south of the island.
南一,九上,lesson 5,movement,n.,動作,He just stood there without any movement for  minutes.
南一,九上,lesson 5,visual,adj.,視覺的,Do you know what visual art is?
南一,九上,lesson 5,degree,n.,度數,A right angle is an angle of  degrees.
南一,九上,lesson 5,vision,n.,視覺,The vision of every animal is special.
南一,九上,lesson 5,study,n.,研究,Some studies show that red and green appear yellow to cats.
南一,九上,lesson 5,show,v.,顯示,Some studies show that red and green appear yellow to cats.
南一,九上,lesson 5,appear,v.,呈現,Some studies show that red and green appear yellow to cats.
南一,九上,lesson 6,workbook,n.,練習冊,Ann only spent  minutes finishing her workbook yesterday.
南一,九上,lesson 6,quiz,n.,測驗,We had a quiz in English class at school today.
南一,九上,lesson 6,Chinese,n.,中文,Jordan can't speak Chinese at all. He is a foreigner.
南一,九上,lesson 6,helpful,adj.,有幫的,Jonny is a very kind and helpful kid.
南一,九上,lesson 6,my pleasure,phr.,不客氣,Alice: You really helped me a lot. Thank you! Jasper: My pleasure.
南一,九上,lesson 6,teenager,n.,青少年,Teenagers between the ages of  and  go to junior high school.
南一,九上,lesson 6,hang out,phr.,經常出入,Rita often hangs out with her friends in coffee shops.
南一,九上,lesson 6,gym,n.,體育館,Ken played badminton in the gym this afternoon.
南一,九上,lesson 6,playground,n.,遊樂場,Lots of students exercise on the playground every morning.
南一,九上,lesson 6,pack,v.,打包,I packed my clothes for tomorrow's trip.
南一,九上,lesson 6,whose,det.,誰的,That is the man whose money was stolen.
南一,九上,lesson 6,post office,n.,郵局,"John, wear a mask before you go to the post office."
南一,九上,lesson 6,church,n.,教堂,Alex goes to church every Sunday.
南一,九上,lesson 6,hurry,v.,加快,"Rita, hurry or you'll be late for school."
南一,九上,lesson 6,exchange,n.,交換,Andy is an exchange student from America.
南一,九上,lesson 6,nap,n.,小睡,I usually take a nap after lunch.
南一,九上,lesson 6,stay up,phr.,熬夜,I stayed up late doing my workbook.
南一,九上,lesson 6,character,n.,字元,I still don't know many Chinese characters.
南一,九上,lesson 6,bookstore,n.,書店,Bella got dressed and met Edward at the bookstore this morning.
南一,九上,lesson 6,blackboard,n.,黑板,There is a blackboard in every classroom.
南一,九上,lesson 6,chalk,n.,粉筆,Miss Lu wrote down the answer on the blackboard with chalk.
南一,九上,lesson 6,drawer,n.,抽屜,I keep my books in my drawer at school.
南一,九上,lesson 6,copy machine,n.,影印機,"The new copy machine cost our boss NT$,."
南一,九上,lesson 6,dictionary,n.,字典,"When I see a word that I don't know, I look it up in the dictionary."
南一,九上,lesson 6,vocabulary,n.,字彙,Doris brought her vocabulary cards to school every day.
南一,九上,lesson 6,marker,n.,麥克筆,Kelly drew on her notebook with markers.
南一,九上,lesson 6,notebook,n.,筆記本,I like to write down my ideas in my notebook.
南一,九上,lesson 6,envelope,n.,信封,I put the letter in an envelope.
南一,九上,lesson 6,glue,n.,膠水,We have an art class tomorrow. Don't forget to bring your glue.
南一,九上,lesson 6,tape,n.,膠帶,Please give me the tape on my desk.
南一,九上,lesson 6,stick,n.,棍狀物,Police found that the child has been beaten with a stick.
南一,九上,lesson 6,sticky,adj.,黏的,The white paint was still fresh and sticky.
南一,九上,lesson 6,store,v.,儲存,A drawer is the part of a desk which is used for storing things.
南一,九上,lesson 6,pop up,phr.,出現,A LINE message suddenly popped up on my screen.
南一,九上,lesson 6,grade,n.,成績,Alex got a good grade on the history test.
南一,九上,lesson 6,except,prep.,除……之外,"Everyone was in the dining room, except for Henry."
南一,九上,lesson 6,probably,adv.,有可能地,Gina: Where are you? Eddy: I am in the library. I'll probably be home late.
南一,九上,lesson 6,shy,adj.,害羞的,"Amber was very shy, so she didn't look into my eyes when she talked to me."
南一,九上,lesson 6,explain,v.,解釋,Teddy's father explained how to play the game to him yesterday.
南一,九上,lesson 6,afraid,adj.,害怕的,"I am afraid of bugs. Every time I see a bug, I run away."
南一,九上,lesson 6,stupid,adj.,愚蠢的,Roy thinks that playing with fire is stupid.
南一,九上,lesson 6,subject,n.,科目,My favorite subject is math.
南一,九上,lesson 6,diary,n.,日記,I have kept a diary for over  years.
南一,九上,lesson 6,whole,adj.,全部的,I spent the whole morning cleaning my bedroom.
南一,九上,lesson 6,get used to …,phr.,習慣……,I think I will enjoy it more as I get used to it.
